road,modal_class,segments,mean_lanes,mean_speed_kmh,oneway_share,transit_share,commercial_share,junction_share,unpaved_share,lanes_imputed_share,speed_imputed_share,mean_segment_score,category,confidence
Bear Lane,residential,3,1.0,32,0.33,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Binney Street,residential,4,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hayles Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Fives Court,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Elliott's Row,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
St. Anselm's Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Blenheim Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Yardley Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Attneave Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Balfour Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Balfour Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Brook's Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rex Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Oswin Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dante Road,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Longville Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
George Mathers Road,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Dante Place,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Holyoak Road,residential,2,1.0,31,0.0,0.0,1.0,0.0,0.0,1.0,0.5,10.0,Low,low
Wilmington Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Paris Garden,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Sullivan Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
St Mary's Walk,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Davies Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lavington Street,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dolben Street,residential,6,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Roupell Street,residential,3,1.0,32,0.67,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Sherston Court,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Cosser Street,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lower James Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Naoroji Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
St. Helena Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Golden Square,residential,4,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Carpenter Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mount Row,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Three Kings Yard,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Caleb Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Centaur Street,residential,5,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Virgil Street,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Newcomen Street,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bowling Green Place,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Salisbury Place,residential,6,1.0,32,0.17,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Knox Street,residential,2,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Wyndham Street,residential,4,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bridle Lane,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Sherwood Street,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Archibald Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mount Street Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Garnault Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Seething Lane,residential,6,1.0,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Adam's Row,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Pepys Street,residential,1,1.0,30,0.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
Savoy Way,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Savoy Steps,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Savoy Hill,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Flaxman Terrace,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
America Square,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Brackley Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Prideaux Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
India Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Jewry Street,residential,6,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Joan Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Orde Hall Street,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Cons Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bryanston Street,residential,3,1.0,32,0.33,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Walmer Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Adelphi Terrace,residential,5,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
John Adam Street,residential,3,1.0,32,0.33,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Durham House Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
York Buildings,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Short Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Ufford Street,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mitre Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Valentine Place,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Pontypool Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Macclesfield Road,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
President Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dingley Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hull Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mora Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dingley Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hall Street,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
King Square,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Seward Street,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mount Mills,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Pear Tree Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Denman Street,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Nelson Square,residential,3,1.0,32,0.67,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Pepper Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Loman Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
East Poultry Avenue,residential,5,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Cock Lane,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Hart Street,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bartholomew Close,residential,2,1.0,31,0.0,0.0,1.0,0.0,0.0,0.5,0.5,10.0,Low,low
New London Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Surrey Row,residential,5,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Angel Street,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Sanctuary Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Toulmin Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Trundle Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Sudrey Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Vine Yard,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Sturge Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lancaster Street,residential,9,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Boyfield Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Silex Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Kings Bench Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Stones End Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Baron's Place,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Milcote Street,residential,2,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rockingham Street,residential,5,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.2,10.0,Low,low
Scovell Road,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Collinson Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Doyce Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Europa Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Galway Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Lizard Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Radnor Street,residential,2,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mitchell Street,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Helmet Row,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
St Luke's Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Norman Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Gresse Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Percy Street,residential,3,1.0,32,0.67,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Windmill Street,residential,5,1.0,32,0.8,0.0,1.0,0.0,0.0,1.0,0.2,10.0,Low,low
Chitty Street,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Whidborne Street,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Glasshouse Walk,residential,9,1.0,32,0.33,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Worgan Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Tinworth Street,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Jonathan Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Wickham Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Oval Way,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Candover Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Courtenay Street,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Wynyard Terrace,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Vauxhall Walk,residential,11,1.0,32,0.91,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Orsett Street,residential,2,1.0,32,1.0,0.0,1.0,0.0,0.0,0.5,0.0,10.0,Low,medium
Bywell Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bourlet Close,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Nassau Street,residential,5,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dean's Court,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Northumberland Street,residential,3,1.0,32,0.67,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Gibson Road,residential,5,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Stoughton Close,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Newport Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Whitgift Street,residential,4,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Scala Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Beaufoy Walk,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Marylee Way,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Distin Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Verulam Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Kennett Wharf Lane,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Scotland Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Eaton Lane,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Victoria Square,residential,5,1.0,32,0.4,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Conway Street,residential,5,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Brunswick Place,residential,6,1.0,32,0.17,0.0,1.0,0.0,0.0,0.67,0.0,10.0,Low,medium
Park Square Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Mac Farren Place,residential,4,1.0,32,0.25,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Cornwall Terrace Mews,residential,1,1.0,30,1.0,0.0,1.0,0.0,0.0,1.0,1.0,10.0,Low,low
William Road,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Cambridge Terrace,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Cambridge Gate,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Stafford Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Buckingham Mews,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Wilfred Street,residential,7,1.0,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Castle Lane,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Palmer Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
Caxton Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,Low,high
St. Ermin's Hill,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Elverton Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Rochester Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Strutton Ground,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Goding Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Stacey Street,residential,3,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Phoenix Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Clayton Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Pegasus Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Aveline Street,residential,3,1.0,32,0.67,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Brangton Road,residential,3,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Tyers Terrace,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Boyle Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Old Burlington Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
New Burlington Place,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Queen Anne's Gate,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Carteret Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dartmouth Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Old Queen Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Tothill Street,residential,6,1.0,32,0.0,0.0,1.0,0.0,0.0,0.83,0.0,10.0,Low,medium
Matthew Parker Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dean Farrar Street,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
St. Matthew Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Barrett Street,residential,1,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Bird Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Picton Place,residential,2,1.0,32,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Chadwick Street,residential,2,1.0,32,0.5,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Arneway Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Medway Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Dean's Yard,residential,4,1.0,8,0.25,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Little Smith Street,residential,1,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
Cowley Street,residential,2,1.0,32,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10.0,Low,medium
